PostId,"GROUP_CONCAT(Text SEPARATOR ' ')"
88758,"I should probably remark that discussing it with several people in one set theory seminar we concluded that finitely many inaccessibles would be enough for finitely many regular successors without ladders; but it was well-pointed that if we want to get it done for *all* successors Woodin cardinals join the game to allow changing the successor of singular cardinals. I don't remember whether or not we found a solution for just ""infinitely many successors don't have ladders"" but I believe it would be relatively simple."
88759,"The proof for the (I-K) where K is compact operator(stated in the question) also has a similar proof! The nesting is on kernels. "
88761,"Those diagonal blocks being nonsingular is not a problem since $x_{ii}\geq 0$ and $y_{ii}\leq 0$ under the semidefiniteness assumption. However if I am not mistaken after the first $LDL^T$ step you need to take a Schur complement that spoils the $1$'s in your structure."
88762,"When $q$ is not a root of unity the Hecke algebra $\mathcal{H}_q(d)$ is isomorphic to the group the algebra of $S_d$. This can be seen using Brundan and Kleshchev's isomorphism theorem in http://arxiv.org/abs/0808.2032 . Unfortunately the Coxeter presentation does not behave nicely under this isomorphism so the bialgebra structure is hidden. Additionally if we use the KLR presentation of the paper above it is not clear that any Hecke algebra has a bialgebra structure. The braid group $\mathcal{B}_d$ generators $\sigma_i$ act on any $\mathcal{H}_q(d)$  module by an operator with (at most) two eigenvectors.  So if $V$ and $W$ are two $\mathcal{H}_q(d)$ irreps and $\mathcal{H}_q(d)$ had a bialgebra structure then the braid group would act on $V\otimes W$.  In the case of $q=1$ this $\B_d$ action is diagonal but in the $q$ generic (or root of unity) case the diagonal action would give us the wrong eigenvalues for $\sigma_i$ assuming a bialgebra structure.  This is not a proof that such a bialgebra structure does "
88763,"Thanks. This statement is a direct generalization of finite dimensional vector spaces. May be we can extend the results to infinite dimensional modules and compact operators defined on them.  Is this true if the ring doesn't satisfy the invariant basis number property: http://en.wikipedia.org/wiki/Invariant_basis_number#Examples Or did you mean to consider only (say) commutative rings? (I am interested in your example; do you have a reference?)  Todd Trimble I doubt this may be true in general. In vector space setting we will need to have a condition of dimension of the range and kernel to be equal. In generalizing to module this condition may demand IBN.  It's obviously false if IBN fails but it is true over commutative rings. It's a consequence of (an appropriate form of) Nakayama's lemma.  I think you can find it in Atiyah & MacDonald.  I have no idea about what happens if commutativity fails but IBN still holds. Harry: I should have been more clear that my first question was rhetorical. Thanks for the ref"
88764,"Thank you for this answer. It turns out that I might have to work with a notion of *covering morphism of G-algebras* due to Puig. I do not know if the two notions are related. Anyway your post gave me the opportunity to learn about groupoids. Thanks ! I'd be grateful for a reference to the work of Puig. 

There is an Exercise 8 on p. 379 of ""Topology and groupoids"" in which I suggested a kind of research project on dealing with a subalgebra in fact an ideal by related methods but I am not sure if that is the good direction! "
88765,"This doesn't seem to mention anything the Galois group of a branched cover. In III.2 it describes cyclic covers of the line  III.3 is about group actions on Riemann surfaces III.4 treats monodromy. All this stuff seems to me closely related to your question. 
"
88766,"Thanks. Very closely related link. The conclusion of the author that we need three different proofs for the same phenomenon is also interesting to ponder over.  Thanks Moshe. There was a follow-up post (http://golem.ph.utexas.edu/category/2011/12/the_eventual_image_part_2.html) unifying some but not all aspects of the three situations. In particular there's a unified proof that if (injective implies iso) then (surjective implies iso). I've expanded on that last fact in my answer on this page. In the case of a compact space it seems that the *eventual image* is called $\omega$-*limit set*."
88767,"How does this address the original question? Much more interestingly a distance-decreasing function between compact metric spaces is a surjection iff it is an isometry. See the discussion in the thread linked to by Moshe. Yemon Choi: it doesn't really relate to the question. sorry for this disattention. and thanks for warning. "
88768,"Does $f$ have to be continuous or something like that? Otherwise the result seems to be trivially false because you can mess about with the map on a set of measure zero. Erik I couldn't understand your first sentence at the grammatical level.  Could you rephrase? Actually I don't get it.  Take n = 1 and S = [0 1].  Take the map f: S --> S defined by f(x) = 2x (mod 1).  Then f is measure-preserving (wrt the usual measure) and surjective but not injective.  Maybe you mean something different by ""volume-preserving""...?  I had a look in Agarwal and Pach's book but couldn't find a clean statement of the result to which you're alluding.   Tom : oops I've fixed it now. (The intention was to answer the question ""under what circumstances is f injective iff f is surjective"" but I just realized the question was not given like that.) Got it!  Thanks."
88772,"This is true if the group is finitely generated but it's false in general (e.g. free groups of infinite rank). Sorry in my brain all groups are fg. Will fix. "
88773,"The picture in the question seems not to match the text's description of the Fibonacci word.  For example the picture will never have two consecutive 1's whereas the text will never produce two consecutive 0's.  Should I just imagine 0's and 1's interchanged in the picture or is something more complicated going on? The Fibonacci shift is not sofic so your tree is not rational (i.e.it has infinitely many cone types). "
88774,"Thanks. Can we prove that this class has a non-compact operator?   A II_1 von Neumann algebra has no non-zero compact operators (no minimal projections). So yes this is different from the Fredholm examples. In fact by considering polar decomposition this says that co-isometries are always isometries which is the defining property of finite von Neumann algebras. Jesse: that's a snappy way to put it and that's how Kaplansky implicitly puts it. I guess I like to follow in Dixmier's wake by thinking of finite von Neumann algebras as those that have a separating family of finite normal traces. This seems to generalize better to situations where VN(G) is not finite but where the unitization of $C_r^\ast(G)$ has the ""left-invertible imples invertible"" property see my older MO question http://mathoverflow.net/questions/78948/does-left-invertible-imply-invertible-in-full-group-c-algebras-discrete-case"
88777,"Just to remind you this is a generalization of the problem you helped me with last year.  I was looking at the case of primorials then.  It may help in the general case.  Gerhard ""Ask Me About Jacobsthal's Function"" Paseman 2012.02.17 Also phi(n) is not xr unless x=n.  I like the question but it needs a little polish.  Gerhard ""Ask Me About System Design"" Paseman 2012.02.17 Aaron in your 1st display each $x$ should be $n$ right? Ah yes the perils of cut and paste. Indeed they should be $n$ and now are. A slightly smoother way to phrase this: The running total gives a step function starting at $(00)$ and ending at $(n\Phi(n)).$ It takes a jump of $1$ at certain integers. The line connecting the endpoints has slope $r$. Does the running total stay between $rx-k$ and $rx+k$? Viewed as path made of vertical and horizontal segments the graph is centrally symmetric. Hi...would this question I asked recently help? http://mathoverflow.net/questions/88174/a-question-on-an-error-term-arising-from-the-erastothenes-sieve"
88779,"This cannot be. I think that in your application of Riemann-Hurwitz you are assuming that your map $f$ is everywhere unramified which is a quite strong assumption! RH says $2g-2 = d(2g-2)+\sum_p (e_p-1)$ which gives the inequality I
stated. Tell me which part do you not understand? oooops.. you are right. I misread what you wrote I thought you were considering $f:X\rightarrow Y$..good! OK no harm done. Let me edit to make clearer. Is there no way we can come out of compactness assumption?  Compactness was used twice (1) for surjectivity and (2) 
RH. But I was suppose one make a different kind of statement.
Is it important to you? As I stated in the question compactness is the next best thing to finiteness' I was just wondering if we can do better. "
88781,"This is a good one. Isn't Gromov's partial solution an extension of Ax-Grothendieck to some sort of ""limit varieties""?   Jon I must confess that I don't know how Gromov's proof works but given that one can define and investigate sofic groups in terms of embeddings into suitable ultrapowers your suggestion sounds very plausible."
88782,"The boundary of a strongly pseudonvex domain . ramachandran sir  thanks for the comment...  Ohkk probably that is main point to use the terminology ""not flat"" cause non levi flat point lies in boundary of some pseudconvex domain... Actually i am first time coming across with this subject so it will take some time for assimilation.. Thanks for helping.."
88783,"Tom Leinster I liked the way duality of injection and surjection is exploited to bring about a unification. A very good observation indeed! Thank you. (To be frank I have not understood the observation completely.)  ""Symmetric monoidal closed category"" just means that you have a collection of objects (e.g. finite-dimensional vector spaces) some maps between them (e.g. linear maps) a way of taking the ""product"" of two objects (e.g. the tensor product) and a way of taking the ""space of maps"" between two objects (e.g. the vector space Hom(V W) of linear maps from V to W).  There are some axioms and details to fill in but that's the idea. "
88785,"central limit theorem is one reason Normal distribution stands out. i believe that normal disto's are essentially unique in being determined by their mean and standard deviation.  This has huge practical computational advantages.  Finally they seem to 'occur in nature' which makes them important because they are useful for real world modeling.  "
88788,"I believe that if you look at the category of varieties $Y$ with an open immersion $X \rightarrow Y$ then the ""birational join"" is the product (but not fiber product) in this category. This doesn't answer the question of what to call it but it may explain the referee's comment. Indeed. Thanks! As a somewhat obvious answer it is simply the closure of the universal map $X\to X\times X$ given by product topology."
88790,"Greg: I start with the most Northern point and then go to North. Surely I do not visit previously visited squares. Then I go to East then to South and then to West and the first (and unique) square which is close enough to previosly visited which I visit during my walk is exactly the one which I need. How do you ensure that you don't hit a previously visited square while you go far away and come back? The details here are certainly subtle and omitting them does not lead to a satisfying answer. Such argument led to my initial comments above.  Only later did I retract when I saw how through lack of care I could box myself in.  Gerhard ""Ask Me About Incomplete Proof"" Paseman 2012.02.17 Reading your answer again and comparing to mmm's answer it seems to me that your strategy could indeed lead to a solution (except maybe that in your first paragraph I don't understand why you want to visit the ""square with minimal number"")."
88793,"That should give that the intersection numbers are at least $m$ not a multiple of $m$. Do you mean to say that $f_i(x)-f_j(x)$ is an $m$th power? I fixed it in the body. Why do you say that? That's not true... Apologies I was still thinking in terms of the previous setup. We can do stupid things like take some fixed polynomial $f$ with $f(0)=0$ and then put $f_i(x) = f(x) + a_i$ for each $i$.  Whether or not this is OK when some $a_i$ are equal is up for debate.  Essentially this pushes all the points of intersection between the graphs of the polynomials to the line at infinity in projective space. I mean for the $f_i$'s to br different. The $a_i$'s need not be different however. When $m\geq 4$ this should be impossible by Mason-Stothers. Zaimi: Can you expatiate?"
88794,"david :You should look at Demailly's asymptotic Morse Inequalities which is a generalization of these ideas.  Sounds to me like Kiumars should look at Demailly's book :). But thanks for the reference! Thanks David and Mohan.
"
88796,"I guess we can close this as no longer relevant then. There is not enough information -- what exactly do you need this for? There are literally hundreds of equally valid answers otherwise. Contemporary Communication Systems Using MATLAB 
John G. Proakis  Masoud Salehi  Gerhard Bauch 
http://www.amazon.com/Contemporary-Communication-Systems-Using-MATLAB/dp/0534406173
 You may also ask at http://dsp.stackexchange.com/ but I agree with Igor that it is not really clear what you want "
88797,"+1 Couldn't agree more. Sometimes I think it is a miracle that anything works at all. If I had a dollar for everytime I read ''Assume that the noise is additive white and Gaussian'' I would be a rich man. I like your last sentence---amazingly people keep making this convenient mistake!"
88798,"Dear Akhil For the char. $p$ story note that in general $h^{pq}$s are not constant even in smooth projective families in char. $p$.  See the paper of Deligne and Illusie (easy to recognize on MathSciNet) for some positive results and probably some references to the older literature (papers of Igusa and Serre I think) for counterexamples.  Two more things: for smooth proper families of curves its easy to see that the genus is constant and hence that the $h^{pq}$s are constant using the theorems on cohomology and base-change from the end of Chapter III of Harshorne.  And one place ... ... that the argument you gave for constancy of $h^{pq}$s in char. $0$ can be found is Deligne's article on the degeneration of spectral sequences.  This paper is a precursor to his papers on (mixed) Hodge theory and you might want to look at it and his Hodge theory papers for more information related to your question (and because they are beautiful and important in any case!).  Best wishes Matt Dear Matt Thank you for these addit"
88799,"http://en.wikipedia.org/wiki/Green's_theorem ?"
88801,"Note that one could have a very long horizontal segment and yet stay very close to a sloped line provided that the slope is small."
88803,"Thanks. I'll take a look at these papers. "
88804,"This is very interesting! Here are a coupled of remarks and mixed feelings:

a) Actually Goodearl-Warfield *motivate* these choices: Assuming that $S^{-1} A$ exists they *derive* that it must be this submodule of the injective hull. In fact this follows easily from the definition as an essential injective extension. Afterwards they prove that this actually provides a construction of $S^{-1} A$. b) The whole thing works in the non-commutative setting (if $S$ satisfies the Ore condition). Since I only consider commutative rings here we should replace $B=\mathrm{End}(M)$ by its center. c) Is this construction due to the authors? Or has it already been known? d) I'm not sure if I'm happy with the use of injective hulls. I mean of course there is no problem with their construction at all and my question demands for the use of some unexpected techniques but injective hulls seem to be a little bit too ""massive"". This is just my oppinion. I'm not saying that the proof misses the mark even more because I didn't make t"
88805,"benoit kloeckner.. Thanks for the help... certainly i wanted this much only...  One more keyword: contact manifolds."
88806,"Indeed the subalgebra of diagonal matrices is also a Cartan subalgebra of $gl_n(F)$ for any field $F$ and $n>0$. This method works whenever $\mathfrak b$ is a subalgebra of a reductive Lie algebra $\mathfrak g$ and $\mathfrak b$ contains a Cartan subalgebra $\mathfrak a$ of $\mathfrak g$ (Since $\mathfrak a$ is its own normalizer in $\mathfrak g$ it will be its own normalizer in $\mathfrak b$). BR: Yes you are right. Even simpler an abelian Lie algebra is a Cartan subalgebra of itself. But an abelian Lie algebra is reductive!"
88810,"I think the OP asks whether $\mathbf{Z} \times \mathbf{Z}$ (instead of $[1N] \times [1N]$) can be covered with no repetition but your result is already interesting."
88812,"Daniel you need to prove there is a monoidal equivalence of the resulting categories commuting with the forgetful functor Ah I misread your question. I didn't realize that you want the monoidal structure on the domain category to be fixed and to only change the strong monoidal structure of the forgetful functor. You might want to clarify that in the original question."
88813,"There are different proofs of the Sobolev embedding theorem and not all use GNS or Morrey inequalities. But are you looking specifically for Sobolev's proof using polynomials?"
88814,"Is ""$f$ is analytic"" the same as ""the graph of $f$ is an analytic curve""? If so then $H=F$ since a group contains the inverse of each of its elements. If no then what is the difference?  Gerry Myerson: For example the function $f(x)=x^{1/3}$ is not analytic although its graph is an analytic curve in $\mathbb R\times \mathbb R$. This is hardly worth mentioning but perhaps in the definition of $\mathcal{H}(I)$ the member functions themselves (in addition to their inverses) should be required to be analytic. Tiankai: indeed thanks. $\mathcal{H}(I)$ is not necessarily a subgroup of $\mathcal{H}_Q(I)$ since for example $x+1\in\mathcal{H}(\mathbb{R})$ but not in $\mathcal{H}_0(\mathbb{R})$. Steve D: Thanks for pointing this out I updated the question accordingly."
88816,"(Title re-edited. ""Linear*ly* independent[...]"" is the right spelling) Thanks Qfwfq! Excuse me for my bad english. Maybe looking for the keyword ""control theory"" might be useful. You cannot assume that $X_1 = \partial/\partial x_1$ because it might be nonconstant. Since $X_1$ has no zeros I can assume after a change of the coordinate system that $X_1$ is constant. "
88817,"Sorry I don't understand your answer. Please correct me if I'm wrong: The flow for $(01e^x)$ starting from the origin is given by $t\mapsto(0tt)$. Choose for $C$ the unit cube around the origin. Then for an arbitrary $(xyz) \in C$ first I would flow along the flow of $(01e^x)$ ending at $(0yy)$ then I would adjust the other coordinates by flowing along the other vector fields which will not change the y--coordinate. I'm always staying in the the unit cube. What is my mistake? Ah. I misunderstood your question to imply something very different. Pietro's answer is correct mine is not."
88819,"Hi Johan I hope I will earn overflow votes on my own merits soon :) http://en.wikipedia.org/wiki/File:Helianthus_whorl.jpg http://en.wikipedia.org/wiki/File:SunflowerModel.svg The flower petals within the sunflower's cluster are in a spiral pattern similar to this one. Hi Urban I was considering voting this up to enable you to leave comments but perhaps that wouldn't be entirely correct in particular since I strongly suspect I might be your thesis advisor:)"
88824,"is this homework? I like the question since $R$ is rather general (ok the commutivity condition could be dropped but that wouldn't essentially effect the results stated in my answer). In particular I would be interested in knowing the global dimension if $R$ is not Noetherian. "
88825,"I am afraid that the exact formula might be cumbersome to derive.  But for approximation there is a general method to compute volume of any convex body originating from the works of Dyer--Frieze--Kannan method. From computation point of view these methods are very easy to implement: all one needs is to be able tell if a point is the body and to simulate certain very simple random walk inside the body. The hard part is to prove that the resulting algorithm works but it is not needed to run the algorithm. See http://www.renyi.hu/~miki/kopenwww.pdf for a survey of these algorithms. "
88830,"Expanding on Donu's comment $C_g: y^p-y=f(g(x))$ maps to $C: y^p-y=f(x)$ by $(xy) \mapsto (g(x)y)$. From general theory it follows that the numerator of the zeta function of $C$ divides the numerator of the zeta function of $C_g$. One can also describe the number of points of $g(\mathbb{F}_q)$ in terms of the Galois group of $g(x)-t$ but the answer will depend a lot on $g$ and to get results about $C$ and $C_g$ you'll need to know whether $f$ and $g$ are related or not. Do you have a specific case that you are interested in? Thanks Felipe!It really helped. Can you please suggest me a reference to read on this? I was interested in the case when $g(x)=x+\frac{1}{x}$ and $f$ is any polynomial.  Is there a simpler way to look at when $g=x+1/x$? Could you please explain? Birch and Swinnerton-Dyer Note on a problem of Chowla Acta Arith 5 (1959) 417-423 for value sets of general $g$. But for $x+1/x$ you won't need this. I don't really understand your notation. Is $C_g$ the curve
$y^p-y=f(g(x))$? If not then what? Ye"
88832,"Thank you very much. Is point 1 true for not commutative and/or not noetherian ring R? Like in case of polynomial ring. jsfdlkdj: I don't know. At least the proof of Auslander Buchsbaum doesn't work in general (since it use localization). "
88834,"Thanks for providing the details. I've deleted the irrelevant comments above. a) In the proof ""only one monomorphism"" / ""infinitely many monomorphisms"" are meant to be ""up to isomorphism"". b) Let's say that $x$ is a *strong specialization* of $y$ if this is witnessed by a two-point scheme as above. Then it is easy to verify that every strong specialization is a specialization and that every immediate specialization is an immediate strong specialization. Now you claim that also the converse holds but I have difficulties with the proof:  Let $x$ be an intermediate strong specialization of $y$. Choose some affine neighborhood $\mathrm{Spec}(A)$ of $x$ then $yx$ correspond to prime ideals $\mathfrak{p} \subseteq \mathfrak{q} \subseteq A$. There is no prime ideal $\mathfrak{r}$ such that $\mathfrak{p} \subseteq \mathfrak{r} \subseteq \mathfrak{q}$ is an intermediate chain because otherwise two two maps $A \to (A/\mathfrak{p})_\mathfrak{q}$ $(A/\mathfrak{r})_\mathfrak{q}$ contradict the asumption that $\mathfrak{p}"
88835,"Noah you completely misunderstood my intention. Probably I need to reformulate. I am not asking about algebra objects in symmetric monoidal categories. I'm trying to *categorify* the statement i.e. consider module categories over symmetric monoidal categories. A module category $\mathcal{M}$ over a symmetric monoidal category $\matcal{A}$ is a category equipped with a linear (or even right exact) bifunctor $\otimes: \mathcal{A} \times \mathcal{M} \rightarrow \mathcal{M}$ satisfying the appropriate conditions"
88836,"Gerhard Paseman No I'm not sure but that sounds like an interesting question. At least for the simpler proof of Lehmer the example is pretty explicit. For $n=29\cdot 59 \cdot 89 \cdot 149$ (made of primes of the form $30c-1$ )  it is $x=\frac{n+29}{30}-1.$ I tried to spell this out a bit in an answer below. Do you recall what could be said about such x that gave such a large error or how many intervals of such x existed for small delta?  (I imagine there would be at least k! many.) Gerhard ""Ask Me About System Design"" Paseman  2012.02.18"
88838,"This is interesting. What if I allow for quasibialgebras too?"
88839,"Polynomials are indeed used. Thanks. "
88840,"Thanks for the reference it was quite useful. "
88842,"This goes under the name ""surgery theory"". See Andrew Ranicki's answer of the question  http://mathoverflow.net/questions/129/how-can-you-tell-if-a-space-is-homotopy-equivalent-to-a-manifold. See also the well-written article http://en.wikipedia.org/wiki/Normal_invariant. BTW: Seems your question is a duplicate.  I believe my problem is actually different.  The problem you cited and the normal invariant discuss when a CW-complex is only homotopy equivalent to some manifold but I'm interested in knowing when a CW-complex IS a manifold.  When does CW-complex itself naturally admit a locally Euclidean structure?  The difference seems minor but I think it is fundamental."
88844,"The question is whether the s-cobordism theorem holds for surfaces Your question is quite vague.  You've already listed one condition -- that $f_{\pm}$ extends to a homeomorphism.  Why isn't that an answer?  You've been asking quite a few similar questions recently.  I suspect your low response rate is due to the vague nature of your questions. See: http://mathoverflow.net/questions/88609/mapping-class-group-and-cylindrical-structure and http://mathoverflow.net/questions/88334/isomorphism-of-cobordisms s-cobordism theorem is close to what I wanted to know but I don't know how to fit my questiono into it yet.

Ryan thank you for your advise. Yes it is ture my question is vague. By the way the statement ""$f_{\pm}$ extends..."" is not a condition but the conclusion. I want some condision on which this statement holds. What sort of conditions do you have in mind? Are you looking for an h-cobordism-type theorem for $3$-manifolds cobounding surfaces? The h-cobordism does hold in this case which follows from the Poin"
88846,"I've added some hints for the case of nbd's of prescribed shape. Thanks again I had only open nbd's in mind and indeed there could be some problem with closed ones... Thanks! That is a nice answer! Though I think it is nevertheless true for the cube-version."
88848,"It is a nice paper but I am not sure if it is relevant to the question. If one interprets ""measure of progress towards a proof [of some claim]"" as the assignment of ""probability that a given claim is true"" then it seems at least somewhat relevant.  I agree it may not be straightforward to assign the probabilities to the axiom set or to delineate that set in the first place.

In any case as the whole point is to find a suitable formalization of an intuition it is hard to say what would count as a definite answer. I'm curious to hear if others have more appropriate candidates."
88849,"I think the OP asks for the whole space. András Bátkai. Thanks for pointing out in your answer in which sense the case $p=1$ is different. What do you mean by ""the whole space"" here above? I just wanted to say that ""the Laplace operator with maximal domain on $L^p(\mathbb R^n)$ is the generator of an analytic semigroup on $L^p(\mathbb R^n)$"" would be a precise (and true) statement; while without specification of the domain it doesn't make much sense.    Besides the method used in the reference given in András Bátkai's answer there is also another way to prove this fact: one could exploit that the Laplacian is ""the square of a group generator"". A reference for this is for example ""One Parameter semigroups for linear evolution equations"" by Engel/Nagel. See in particular Corollary 4.9 and Example 4.10. 
Also in this case there is no substantial difference in the proof between p=1 and p>1 so I was wondering if  Martin knows another type of argument which works only for $p>1$ (I would be interested in this). "
88850,"Silly remark: isn't it possible to write the whole thing in the first order language of the theory of fields? If so then it will be automatically true in any algebraically closed field of characteristic 0.
  "
88852,"Oh yeah duh I guess it would have to be a homology manifold :P"
88853,"darij grindberg: It is related via Jacobi-Trudi identity. I'm interested in what these have to do with determinants of band matrices!"
88854,"Thank you! I have not heard of such rings before they seem to be very nice objects!"
88855,"I don't see how Markov's theorem relates here. Perhaps you've meant to say that S. P. Novikov's theorem on algorithmic unrecognizability of $S^5$ implies that it is undecidable whether a given simplicial complex is a combinatorial $6$-manifold. This is not the same as being (homeomorphic to) a PL $6$-manifold and a fortiori not the same as being (homeomorphic to) a $6$-manifold. Sergey: Thanks for the correct reference. I'm obviously confused about the distinction between ""manifold"" ""PL manifold"" and ""combinatorial manifold"". Discussion at http://mathoverflow.net/questions/85595/relation-between-combinatorial-manifolds-and-pl-manifolds suggests that ""combinatorial manifold"" and ""PL manifold"" are (up to homeomorphism) synonyms; is that incorrect? Are there manifold simplicial complexes such that no refinement is a combinatorial manifold? Is manifoldness of simplicial complexes actually decidable? (Should this be a separate MO question?) JeffE I think the problem of deciding when a simplicial complex is a manif"
88857,"Angelo: That's true which suggested to me that the discussion by Kac is perhaps a side issue using analytic language to discuss Lie algebra automorphisms.   Carter does construct and classify the affine and twisted affine algebras using algebraic methods.   What I'm not sure about is how explicitly the automorphisms of finite order have been treated algebraically in the literature (Kac and Helgason being the usual sources).   The automorphism groups are themselves algebraic groups.  Jim: You motivated me to look at Carter's book once more. However I am very surprised. Carter does not talk anything about the result that I am talking about!  Jim I agree with you and I tried many books classics or not. When the approach is purely algebraically we can consider almost automatically for a general algebraically closed fields. However the motivation for my question is because in the proof he uses the exponencial function of elements involving the complex number $i$.
Of course we have $\sqrt{-1}$ in any algebraically "
88859,"in particular I am thinking about some *convergence* (or maybe a controlled error) when $n\rightarrow\infty$ and $T_n$ is the $n$-th barycentric subdivision of a fixed triangulation $T$. Thank you very much for interesting answer. Some questions/comments: 1) it comes from the fact that I want to try to prove some results for locally finite spaces and I am starting from a simpler case but more general than graphs. I have modeled those axioms thinking about a ""travelling salesman graph"": graphs whose vertices are cities and the edges are weighted with the distances. 2) many thanks for the example of the tree. In fact I have proved a partial result where I allow that the distances go to zero but they can diverge only in a controlled way (subexponential more or less); 3) I put  the quasi-isometries just because in case of Cayley graph maybe one wants to allow certain quasi-isometries (those coming from changing the generating set of the group). But OK it's not necessary. I know that I am defining just Gromov's hy"
88860,"I must be misunderstanding something. If $k_n\to\infty$ it automatically follows that $\min_{x_n\in E_n} P(X_n=x_n)\to 0$. On the other hand if $k_n$ stays bounded then the $\log k_n$ denominator is irrelevant and then indeed it is true that if the entropy goes to 0 then the distribution asymptotically concentrates on a single value. Thanks. Sorry my definition is $\min_{x_n \in E_n}\Pr(X_n \neq x_n) \to 0$ not $\min_{x_n \in E_n}\Pr(X_n=x_n) \to 0$. I'll edit my post and fix that. "
88863,"Your title seems to be incomplete. Ah fixed--sorry about that :) Now there seems to be something more than what you intended! :D
 Hahaha fail >.<"
88867,"The algebraic closure of $\mathbb{C}((t))$ is $\cup_n \mathbb{C}((t^{1/n}))$. The proof of this obviously reduce to the case of plane curves and implies what you want. Serre's Corps Locaux for instance has an algebraic proof. I'm not sure if I understand this. I know the algebraic closure of the ring of formal Laurent series is the formal Puiseux series and this form a basis for the formal local parametrization of plane algebraic curves. But I still don't see how this extends to the case of space algebraic curves unless I'm missing something.

I just did a quick check on Serre's Local Fields (my French is uh... terrible) and I couldn't find it. Do you happen to remember which chapter is it in? Either way  a purely algebraic proof is probably not enough as it require the concept of convergences. A space algebraic curve by virtue of being an algebraic curve has a function field of transcendence degree one over $\mathbb{C}$ so for any coordinate function $t$ that you pick the other coordinate functions will be a"
88869,"I disagree that chess is more rarely studied the context of complexity than any other board game. The Fraenkel-Liechtenstein paper shows that generalized chess is EXPTIME-complete. I also disagree that the generalizations are artificial. I'd even argue that the 50-move rule the castling rule the en passant rule the dead reckoning rule the stalemate rule the promotion rule and even the checkmate rule (i.e. checkmate and not the capture of the king ends the game) are the artificialities that are introduced for practical reasons. Eliminating them yields the most natural generalization. Timothy Chow - Consider editing your question to list the most natural rules.  Details matter when attempting reductions.

Dan Brumleve - Pawns get quite interesting as you can form almost arbitrary ""mazes"" out of them (same maze in both positions) which forces all the other pieces to only move inside those.  The pawns themselves cannot rearrange because there would be no way to get them back into positions (well depending on thei"
88874,"This is really cool. Thanks again!"
88876,"Thank you Prof. Stanley! "
88877,"The giant rat of Sumatra is a Sherlock Holmes reference where he mentions it as a story 'for which the world is not yet prepared'.  Perhaps the answer to your question is this: http://mathoverflow.net/questions/22299/what-are-some-examples-of-colorful-language-in-serious-mathematics-papers/57044#57044 Probably with a sly reference to Holmes's fondness for the word ""singular"" when referring to anything unusual."
88880,"Maybe part of the conceptual issue is that you can define the ""tangent space"" of a set $K \subseteq {\mathbb R}^n$ (not a submanifold) but that different notions aren't equivalent.  For example you can try to think of smooth functions on ${\mathbb Q}^n$ as those which are restrictions of smooth functions on ${\mathbb R}^n$ then you will be able to discuss differential operators (as limits of difference quotients) but you won't have smooth curves into the space. On a related note you might think that the $C^k$ tangent space is different from the $C^{k+1}$ tangent space. I was talking about homotopy continuation on an algebraic variety. So eventually I must use the last two definitions. But those I thought are too abstract so I wanted to start with something more intuitive i.e. the first definition. I didn't have to show that they are all equivalent but that'd be an obvious question to ask. Why in a short talk to those without much background would you be feel compelled to explain these equivalences instead of "
88882,"What definition of vector bundle are you using and what precisely are you trying to say is a vector bundle?  You haven't properly specified either.  It looks like perhaps your total space is the product of $l^2$ and $(-11)$ and you're considering the bundle to be projection onto the $(-11)$ factor?  I am not familiar with bundles of Hilbert spaces but don't you need to describe somehow how the $M_x$ are «glued»? Exactly as you said and the requirement (1) and (2) in the last paragraph is just the local trivality condition for  the bundle around 0. Restricted to open subset of (-11) not containing 0 the bundle is trivial  and my question is just whether the spaces can be glued in a neighborhood of 0. Since all your fibers are isomorphic Hilbert spaces there is surely a way to glue them into a bundle a trivial bundle in fact. That is not probably what you want to ask though! In fact  I am not sure if the family $(M_x)$ can be glued to a trivial bundle or not and just think ``intuitively"" that they can not glu"
88883,"Indeed (via Marcel Berger) I begged a copy of this unpublished manuscript of Cartan père from Henri Cartan and have spent some time looking at it though I can't claim to have gone through it in detail.  As you might imagine since É. Cartan regarded it as too long in comparison with the interest of the result it contains a large number of nontrivial complicated calculations.   Welcome to MO Professor Helgason! Thanks Prof. Helgason for the short genealogy of the problem. By the way I discovered a nice paper of Borel: Les fonctions automorphes de plusieurs variables complexes where on p. 177 he mentions Cartan's result in the case n=3 and points out that the problem was still open (in 1952) for n=4.  "
88887,"thanks that's what i feared. i'll get the *Bruckner* asap. i think it's necessary to assume that the function is at least $L^1$."
88892,"Tim - thank you! This is very helpful and informative.

A followup question - is it known what the Serre functor is for a component of the Fukaya category of \mathbb{C}P^2 corresponding to a given critical value of the superpotential? You're welcome. You're referring I take it to the mirror symmetry between the Fukaya category of a Fano and matrix factorizations of its LG model. Since these Fanos are compact symplectic manifolds their Fukaya categories are Calabi-Yau i.e. the Serre functor is a shift w.r.t. the cyclic grading. Matrix factorizations also form a Calabi-Yau category. "
88894,"Google books preview is missing the relevant pages but you can see a (typically colorful) reference on page 291: http://books.google.com/books?id=rhq3YCguBOUC&lpg=PP1&pg=PA291#v=onepage&q=sumatra&f=false Daniel: Thanks!  I will retrieve the Bruce-Giblin book and report back."
