PostId,"GROUP_CONCAT(Text SEPARATOR ' ')"
91598,"I must be missing something: $H_{\omega_2}$ (or any its elementary submodel for that matter) is *not* a model of ZF."
91599,"This is clearly false think about $i=0$... In general you would study this by means of the long exact sequence for relative cohomology and the isomorphism $H^i(S;D) = H^{4-i}(S-D)^\vee$. Using the long exact sequence it is easy to represent the Euler number of S-D by the Euler numbers of S and D but we still cannot represent the Betti numbers of S-D by the Betti numbers of S and D right? At least we cannot find a universal formula... What it is true is that $\sum (-1)^i b_i(S-D)=\sum (-1)^i b_i(S) - \sum (-1)^i b_i(D)$. In fact the topological Euler-Poincaré characteristic is additive as you can see by taking a triangulation of $S$ that contains a triangulation of $D$ as a sub-triangulation (racall that any smooth complex projective variety can be triangulated). "
91602,"Robert: Thanks for the reference! If I remember correctly Helgason is more interested in developing Cartan's theory of symmetric spaces so it is natural that it does not give you this sort of insight up front. However is there any place where the theory is developed from a metric viewpoint? There are a few pages in Busemann's *Geometry of Geodesics* but really very little.  alvarezpavia: Try Eberlein's book ""Geometry of nonpositively curved manifolds"" and/or Ballmann Gromov Schroeder ""Manifolds of nonpositive curvature"". What Gelfand told you is just the Cartan decomposition: Your symmetric space is $X=G/K$ where $G$ is a reductive group and $K$ maximal compact. Cartan decomposition: $G=KA_+K$ where $A_+$ is Weyl chamber. Thus if $o\in X$ is fixed by $K$ then every orbit $Kx$ in $X$ intersects $A_+$ exactly once at a point $y=c(x)$. Thus the pairs of points $(ox)$ are parameterized by $y\in A_+$. Dimension of $A_+$ is the rank of the space $X$. QED alvarezpavia: By the way if you think of the 2-point invarian"
91604,"Also $\Omega:=\{ y > x^2\log|x| \} $ has $C^1$ boundary and for $h > 0$ the maximal $\rho$ such that $(0h)\in B_\rho\subset \Omega$ is $o(1)$ as $h\to 0$. No. Consider the domain $y>x^2\sqrt{sin(1/x)^2+x^{100}}$ near 0 (in other words make a sequence of ""almost angles"" flattened by some factor to ensure that you stay $C^1$ at the limiting point.  Thank you for your examples.
"
91607,"Taking it as an example let's talk about the theorem at the end of answer given by Prof. Humphreys. This theorem is interesting and important. There are some generation about this theorem. As I know beside the proof given by Gorenstein Berkovich give another proof. But the two proofs are not natural to me. Since Hall is so important in modern p-group so I hope the see the original proof of Hall. The theorem may have some background which is als interesting for me. There's a copy of the Edmonton notes in the Cambridge maths library; I consulted it a couple of years ago.

 According to 

http://www.maths.qmul.ac.uk/~pjc/qmmn/

the Edmonton notes are still in print Appreciate Prof. Humphreys gives me a helpful answer. I have read the note in ""The collected works of Philip Hall"". The notes mentioned in the footnote of the above paper by Gorenstein which I am very interesting seems different from the note ""The Edmonton notes on nilpotent groups"" or notes in ""The collected works of Philip Hall"". I think that the re"
91608,"Don't have an answer yet but this might help.
$x_1 x_2 \ldots x_n$ has no more than one $x$ differing from unity is equivalent to $\forall (ij) (x_i-1)(x_j-1) = 0$"
91609,"I like this one best. :) Thank you Mariano. :)"
91610,"Maybe you find some useful information (like the answer for 1) in the (answers to the) related questions http://mathoverflow.net/questions/69578/what-invariants-of-a-matrix-or-representation-can-be-used-to-find-its-gln-z-con and http://mathoverflow.net/questions/77133/conjugacy-in-gln-mathbb-z"
91611,"You mean ""yes"" :). Doesn't that mean that the answer is 'yes'?"
91617,"I don't understand the first sentence of this question. The central character of $\pi$ is not a representation of $G$ it is a 1-dimensional representation of $Z$ that in some cases may not be extendable to a representation of $G$ at all (e.g. if $\pi$ is the 2-dimensional irred representation of the dihedral group $D_8$). The question seems to be saying ""we can obviously reduce the representation theory of $G$ to the representation theory of $G/Z$ so why do these automorphic people do it another way?"". But I think the argument reducing to $G/Z$ doesn't work. This is a good argument I was actually thinking to much in the context say of $GL(n)$ where the above argument works but I see now that this is special to matrix groups;) Thanks for pointing out. I don't think it's true for $GL(n)$. Can you explain more? I think that what I said above applies just as well to $GL(n)$. You can't split off the centre as a quotient. I have assumed the direct integral decomposition $L^2(G) = \int^\oplus_{\widehat{Z}} Ind_Z^G \"
91620,"Thanks so much for your detailed answer. I'll read it thoroughly and try to learn from it. regards."
91621,"Thanks for the answer. So $G$ is a semi direct production of $G^1$ by the rays $G^1 \rtimes (0 \infty)^R$ I guess. Relying on the Mackey machine this would it make necessary to study projective reps in general. Why not here?  What do you mean by ""spurious""? Do you mean one removes some junk which is easy to understand but requires more book keeping? To be honest I have some doubts that $G^1$ is as good as the choice of $G/Z$ since there is only maximal compact at non archimedean places in $G^1$ whereas there are two in $G/Z$. Both are are necessary for constructing the supercuspidals."
91622,"I just wanted to add the consequences. I would like to define a minimal polynomial of an element $m\in M$ as a generator of its Annihilator. However since $R$ is not a PID that ideal might a priori not have a single generator. 

Using Davids answer we know that whenever $p\in Ann(m)$ so is the product of its irreducible factors with leading coefficient $\pm 1$.
Although division with rest is in gerenal not possible in $R$ it is possible it one devides by a polynomial with leading coefficient $\pm 1$. With this one can show that $Ann(m)$ is indeed principal and hence we can pick a generator. Maybe the term ""minimal polynomial"" is not good. It might not be irreducible and so on."
91624,"For what values of $k$ do you know that it is a complete residue system modulo $3^k$?  I've tested the conjecture by computer for all m up to 3^5. ---M.E."
91625,"Thank you very much! This was very helpful I'll look at the references."
91626,"Ralph Your argument shows still more generally that if $U$ is a submodule of $V$ with quotient module $V/U \cong W$ then there is a  $k$-algebra homomorphism $k[V] \rightarrow k[W]$ that preserves degrees and invariants. Is there any characterization of when the induced map $k[V]^G \rightarrow k[W]^G$ is surjective? (One small typo: the Reynolds averaging operator sends $k[V]^H$ to $k[V]^G$ for $H \le G$.) I don't know if there is such a characterization ($W$ $k$-free is sufficient probably also $W$ $k$-projective). And thanks for pointing out the correct order of the Reynolds operator.  Added: $r$ is degree-preserving. For let $uw$ be monomials such that $r(u \otimes w) \neq 0$. Then $\deg u = 0$ and $\deg r(u \otimes w) = \deg(u \cdot w) = \deg w = \deg w + \deg u = \deg(w \otimes u)$. "
91628,"I'm afraid this is going to be vague but I remember thinking about problems like this when I was trying to read http://arxiv.org/abs/math/0104261 . "
91629,"Thanks to Assaf for pointing out Andrzej's paper and to Andrés for linking this on twitter! This would have been my answer too Assaf! What a fun article! Thanks."
91631,"It looks like we can complete the argument from your ideas Chris and Emil using the identity F_{2n}=L_n F_n the fact that 3^k | F(n) for some n and the behavior of both sequences mod 3. ---M.E. Copied from a deleted answer: Emil: Exactly! I would call the result pretty and certainly simpler than the corresponding characterization for Fibonacci numbers. I wonder if among all generalized Fibonacci sequences the sequence of Lucas numbers is the one with the simplest description for when it contains a complete residue system modulo an integer. ---M.E. Martin: Indeed. $3\mid F_n$ iff $4\mid n$ and $3\mid L_n$ iff $n\equiv2\pod4$; in particular $F_n$ and $L_n$ are never both divisible by $3$. Thus if $n>0$ is smallest such that $3^k\mid F_n$ then $n$ is even and $3^k\mid L_{n/2}$. Your argument goes both ways: the Lucas sequence is a complete set of residues mod $m$ iff the Fibonacci sequence is and $m\mid L(n)$ for some $n$ (because then $L(n+1)$ must be coprime to $m$). Thus in order to confirm the conjecture it "
91632,"YangMills Thank you very much for your very instructive answer which really helped me so far. Unfortunately I don´t understand it completely. In specific may I assume that $\Lambda F$ is defined by the relation $\omega^{n-1}\wedge F= \Lambda F\omega^n$? I ask it for the following reason. Let the curvature of $\|\;\|$ defined as $i\partial \bar{\partial} log(\|\;\|)$ (correct?). Then in my situation (i.e. $M$ is a Riemann surface) $\partial \bar{\partial}\sim\Delta$ and in specific the equation $\Delta h =\Lambda F$ doesn´t need $deg(L)=0$ to be solved so every line bundle has degree zero! The last sentence is justified by the equation $\int_M \Delta log (\|\;\|)= cost \cdot deg(L)$. If you could help me in pointing out where my error lies I would very appreciate it because I´m badly stucked on it at the moment.  The function $log\|\ \|$ is not globally defined it depends on the choice of local coordinate. On the other hand $i\partial\overline{\partial}\log\|\ \|$ is a globally defined $(11)$-form which on "
91635,"When you say ""Alors"" up there you clearly do not mean ""therefore"".  Perhaps you mean ""indeed"" since what follows is quite a strong assertion. What is the norm of a Pisot number? Anthony. This is the norm of an algebraic integer the product of the number with its Galois conjugates; therefore a rational integer."
91637,"The set of all TMs that do not halt is not computable but it certainly defines a property of TMs. I accept your answer because you outline s hierarchy of complexity classes definable through and beyond ZF. If there are well defined subsets of the integers that are not definable as properties of recursive processes it likely that some of them fall in some of these hierarchies. My suspicion is that either a given hierarchy involves questions that are not objectively true or false or the questions can be interpreted as being about properties of TMs that have yet to be defined. "
91638,"Can you be more specific  about the complex $\mathcal{L}^\bullet$?   The answer depends on the differentials. If all the differential are zero the answer is the complex itself.    For other differentials you can expect a different answer."
91639,"This “fully formal ETCS” is quite a mess but from what I recall they intend to formulate the theory in a sequent calculus and use $\vdash$ instead of a sequent arrow. That is you should read it as a plain implication. And you should also read the last conjunction as implication. ""This fully formal ETCS is quite a mess"" -- would you care to amplify Emil?  Where do I start? I already mentioned that it is presented in a confusing way as a sequent calculus instead of a list of axioms. The language of the theory is chosen in an unsystematic haphazard way: all concepts of the theory are definable from the composition predicate nevertheless the signature includes a random selection of various defined concepts appearing in the axioms. These concepts are not presented with simple defining axioms but a list of properties (which would be equivalent to the defining axiom were it not for errors). This leads to an explosion of the number of axioms ... ... and to various mistakes: for example there are a whole bunch of "
91640,"Hi Ulrich--are you thinking of $\Gamma$-spaces as strict functors from $\gamma^{op}$ to Spaces? Or as $\infty$-functors? Is there a way you can rig your homotopy unit to such an $\infty$-functor (and in particular one with degeneracies)? Hmm probably. But is this enough to get a delooping of a $\Gamma$-space? Lurie's higher topos theory is probably the right place to look for something like that is it? About how well-behaved the adjoint to the forgetting-degeneracies-functor is: http://mathoverflow.net/questions/57653/degeneracies-for-semi-simplicial-kan-complexes and http://mathoverflow.net/questions/75094/semi-simplicial-versus-simplicial-sets-and-simplicial-categories could be interesting Thanks! That was really helpful. The spaces I have are Γ-spaces without degeneracies but with some kind of homotopy unit. Maybe I can tweak Segal's degeneracy arguments to get the product preserving property for these as well `*fingers crossed*`."
91643,"Based on your comment on Francesco Polizzi's answer you have stated this wrong. You should say something like ""Can we construct a morphism $X \to \mathbb P^1$ such that the ramification locus is the divisor of some $n−form$ on $X$?

Do you want to count ramification with multiplicity or without? You're right! Without multiplicity at first. I'll take care of multiplicities later. Why did you delete this question? It's better if I figure it out by myself maybe. I did not mean to offend and am grateful to Francesco for his helpful answer."
91646,"Conway *ONAG* end of Chapter 4 says ""The field **No** is really irrelevant to nonstandard analysis."""
91647,"Yes but that's why I allow one to take powers of $\omega$. So what if we take for example a section of $\omega^{1/2 g(g+1)}$? Then the degree of the divisor is $g^3-g$. So according to your answer it should ramify at $g^3-g$ points (counted with multiplicity?). So the number of branch points is bounded by the genus again but now the bound is big. By the way what is the relation between the ramification divisor (so ramification locus with proper multiplicities) and the divisor of our section in this example?"
91648,"Does this not follow from the simple recursion for the continuant? I do not know. Does it? Could You show that?
 I develop my own way do generate it - from simple linear algebra... - let me explain in the post. Here is simplified and compact version of sage worksheet: http://sagenb.com/home/pub/4603/"
91649,"To help answer your second question if $H$ is a Sylow subgroup of $G$   then a Sylow subgroup of the inverse image of $H$ maps surjectively onto $H$ and is a subgroup of a Sylow subgroup of $H$. So $H$ is a quotient of a subgroup of a Sylow subgroup of $GL_2(q)$ so it's ""smaller"" than a Sylow subgroup of $GL_2(q)$ so you can use Geoff's Ralph's and my calculations to show that a group containing a large or non-abelian Sylow subgroup does not admit such a surjection."
91650,"the 'algebraic k-theory' tag might be a bit pretentious. please get rid of it if you feel it is not appropriate. (I do not understand higher k-groups at all) $K_0$ is also $K$-theory albeit a very small bit of it ;) Try the following: $K_{0}(X)$ is filtered by the dimension of support and the statement that can be found in Fulton is that the associated graded tensor $Q$ is isomorphic to Chow tensor $Q$. Under some hypotheses (smooth and proper are sufficient but probably something weaker would work if formulated correctly) you can put a `Mukai form' on Chow so that the Mukai vector map $\v:Ch(?)\sqrt{td(X)}$ respects the pairing (basically this needs Riemann-Roch).  Then I suppose that you get an isometry  between the associated graded of $K_{0}(X)$ tensor $Q$ and Chow tensor $Q$ and so numerical groups should match up. I haven't thought this through carefully though."
91655,"This was overkill actually! Only one non-Abelian Sylow subgroup for an odd prime would do. So any non-abelian $p$-group for odd $p$ works? Yes. In characteristic $2$ finite $p$-subgroups are completely reducible when $p$ is odd so passing to an extension field they are diagonalizable hence Abelian. When $q$ is a power of $p$ and  $p$ is odd the Sylow $p$-subgroups of ${\rm GL}(2q)$ are elementary Abelian.  In the above I am talking about $p$-subgroups of ${\rm GL}(2q).$ Accepted for the simplest criterion. I never realised this nice fact about odd Sylow subgroups of $GL_2(q)$! 

As an example it follows from your answer that the only subgroups $A_n$ have $n\leq 5$ where we note that $A_5 \times C_3 \cong GL_2(4)$. Your arguments exclude the bigger ones since $q$ would have to be even resulting in abelian Sylow $2$-subgroups. This seems to suggest a general phenomenon where only ""small"" groups will arise. In general the Sylows will be unpredictable and probably non-abelian which gives a notion of ""almost never"
91656,"The difference of two such functions will be a cusp form of weight 0 on the full modular group -- i.e. 0 (I think). alpoge: That's nice.  The computational approach is to use the theorem that $f(z)$ is a polynomial in $j$.  Start with $j^m$ and for each $k=m-1m-2m-3\ldots0$ use the vanishing of the $q^{-k}$ coefficient to determine the coefficient of $j^k$.  At the end you've found the polynomial and proven it unique."
91657,"That (SL$_2(\mathbb Z) \ltimes \mathbb Z^2 \mathbb Z^2$) has relative property (T) was actually first explicitly shown by Margulis (Ergod. Th. & Dynam. Sys. 2:383–396 1982). Thanks!  Since I'm not that familiar with the language that paper is couched in could you maybe point out which result there is equivalent to relative (T) for $(SL_2(\mathbb{Z}) \ltimes \mathbb{Z}^2 \mathbb{Z}^2)$? Freddie:  Lemma 1 in his paper shows that (SL$_2(\mathbb R) \ltimes \mathbb R^2 \mathbb R^2$) has relative property (T) (which was already implicit in Kazhdan's original paper).  I am mistaken in that he does not seem to explicitly state the case when $\mathbb R$ is replaced by $\mathbb Z$. Jesse: right he then says some things about finite covolume lattices which I thought might have given the result for $\mathbb{Z}$ implicitly but it's possible it says something subtly different.

Looking again Shalom cites Burger's 1991 paper (Kazhdan constants for $\mathrm{SL}_3(\mathbb{Z})$) who doesn't appear to cite anyone else so I th"
91660,"Very nice answer the point you make on the quotients is quite final. Thanks!"
91663,"This is an easy corollary of the well-known simplicial approximation theorem. But isn't the simplicial approximation theorem (at least as I know it) a statement about simplicial complexes and not about simplicial spaces? See also this question.  sorry for the broken link. I meant: http://mathoverflow.net/questions/90480/simplicial-approximation-for-simplicial-spaces The property stated above is not correct (as suggests the link). What is true is that there exists another good cover $U'$ of $X$ and a morphism of simplicial spaces $U'_\bullet\to Z_\bullet$ whose realization is homotopic to $f$ under the weak homotopy equivalences $|U_\bullet|\sim X\sim |U'_\bullet|$. Ulrich: Sorry I took simplicial complex for simplicial space. Fernando: No problem. Maybe there is some variant of the simplicial approximation theorem that works in this case but the only thing I can find is the work by Jardine who only works with simplicial sets."
91666,"Are you just looking for something like Buchberger's algorithm? http://en.wikipedia.org/wiki/Buchberger%27s_algorithm Just a thought - maybe you should try doing the calculations over a finite field with 9 elements? That would probably make the coefficients occurring in your polynomials much easier to store. (For instance the polynomial F_i simply becomes x_i^9-x_i.) You might try using Magma which has a really great implementation of the Faugère F4 algorithm in its Gröbner basis routines (much better than any other system I've used although I can't claim to be an expert).  Zeb's comment about finite fields is also important: Gröbner bases over the rationals can have extremely complicated coefficients which should be avoided when possible. also posted http://math.stackexchange.com/questions/121387/calculating-groebner-basis-for-sudoku  I suppose implementation of Buchberger or analog algorithms are faster in Maple than in an implementation that I write myself.

I am looking for a trick (odering of my argum"
91667,"I can't vote for this or I would! Geoff: if you register then you will be able to vote. It will also safeguard you against losing your account if the cookie gets deleted for some reason or if you sit at a different computer. It's more difficult to register on here than on math stack exchange. Since ""most"" groups with bounded order are $p$-groups this deals with quite many of them. :-) Can anything be said about other families? For example I think one has all the dihedral groups. Is there a positive answer for other families of non-abelian groups?"
91672,"Kyoji Saito has papers on various eta product identities... I am not sure this is relevant just a comment."
91673,"Do you mean just $l_1(x)$ not $l_1(X^*)$? I think this is true as a special case of results concerning the dual of an injective tensor product being sometimes equal to the projective tensor product of the duals. However this is something I ""know of"" rather than ""know"" if you see what I mean so I'll just stop here and wait for true experts to weigh in. Also how did the question arise? (I am not sure whether a hint or explanation would be more useful than a mere reference.) This is an easy exercise.  I cannot imagine what your difficulty might  be.  If you describe what you tried and where you got stuck perhaps someone can help. 
I'm studying an article an the author seems to use this argument. See he writes
\begin{equation}
c_0 (\ell_2)^*** \approx \ell_\infy(\ell_2)^*.
\end{equation}

I've already proven that $\ell_p(X)^* \approx \ell_q(X^*)$ where $1 < p < \infty$ and $q$ is the conjugate of $p$. I also proved that $\ell_1(X)^* \approx \ell_\infty(X^*)$.

I think I can prove that $c_0(X)^*=\ell_1(X^*)$ if I "
91675,"Thanks!  Putting that together with your blog post I think ""set of all group elements $t \in K$"" should read "".. $t \in H$"" in para 3 proof of Proposition 5. So this nicely encapsulates my approach in special cases.  E.g. if our generators are $x \mapsto x + 1$ and $x \mapsto 2 x$ you can say something like ""take a bunch of elements in $F_p$ with the same low bits when written in base 2"" since it still vaguely makes sense to talk about elements of $F_p$ in base 2; but this fails if you switch 2 for $a \approx p^{1/10}$.  So the generalization here is ""take elements of $F_p$ which have distance at most 100 from 0 on the edges:

$x \mapsto x + a^r$ for $0 \leq r < 100$""

which -- in hindsight -- is clearly the correct generalization. Well maybe ""distance at most 100^100"" or so."
91676,"Could you provide a bit more explanation for those of us who are not number-theory experts? Hi Joel. There are many intuitions about what ramification means but here is the easiest definition. Let $O_K$ be the integral closure of $\mathbb{Z}$ in $K$. Then since $O_K$ is a Dedekind domain you can write $pO_K$ as a product $\mathfrak{p}_1^{e_1}...\mathfrak{p_n}^{e_n}$ where the $\mathfrak{p_i}$'s are different prime ideals of $O_K$. The prime $p$ is said to be unramified if $e_1=...=e_n=1$ (i.e. if no prime ideal appears more than once in the decomposition of $pO_K$). The most intuitive kind of ramification is by taking roots of $p$ (e.g. $\mathbb{Q}(\sqrt{2})$ ramifies at $2$) but ramification can appear in more subtle ways like this: the prime $2$ ramifies in $\mathbb{Q}(i)$. (in scheme theory this number-theoretic notion of ramification becomes the same as the geometric notion of ramification of maps between varieties.) I am far from an expert in logic but my gut feeling is that the algorithm on p.28 of the "
91677,"thanks a lot :)"
91681,"Could the voter to close please explain her/himself?  This question is pretty far from my area of expertise so I can't really tell if it's appropriate.  "
91682,"An approach which I thought was to try and use heat semigroups to obtain regularisation. Let $\Delta = \rm{div}\nabla$ and $\tilde{\Delta} = \tr\nabla \tilde{\nabla}$. Both these operators are self-adjoint. Set $L = \sqrt{\Delta}$. Then for $u \in \rm{dom}(\tilde{\nabla})$ 

$$\|\tilde{\nabla}\e^{-tL}u\| = \|\tilde{\Delta} \e^{-tL}u\|.$$

The only problem is that I don't know if $\tilde{\Delta}$ will commute with $e^{-tL}u$. If $L = \sqrt{\tilde{\Delta}}$ then it will but I don't know if $\e^{-tL}u$ can be identified with a smooth section? (I don't know this for the original $L$ either!)"
91683,"A $\mu_n$-torsor isa special kind of $\mathbb G_m$ torsor which is the same thing as a line bundle. Use that map. (If unknown's name were Luke Will could have written «Use that map Luke»...) Will. Your assertion might be misleading. E.g. if $X$ is $\mathbb A^1_{\mathbb C}\setminus\{0\}$ there is no non-trivial $\mathbb G_m$ torsor and there are of course non-trivial $\mu_n$-torsors.
More generally the Kummer exact sequence tells us that $H^1(X_\mu_n)$ is an extension of the $n$-torsion of $H^1(X\mathcal O_X^\times)$ by the $n$-cotorsion of $H^0(X\mathcal O_X^\times)$. The point in Milne's assertion is to interpret this extension as classifying isomorphism classes of ""suitably enriched"" $\mathbb G_m$-torsors. unknown. To expand on Will's first comment start with P as in your question and choose a trivialisation $\mu_n\simeq P^{\otimes n}$. Then put $L:=P\times^{\mu_n}\mathbb G_m$ the induced $\mathbb G_m$-torsor. Your trivialision of $P^{\otimes n}$ will induce a trivialisation $\phi$ of $L^{\otimes n}\simeq"
91685,"That formula can't be quite right since the term on the left is $1$. Presumably you're off by a factor of $|G|$? The quaternions and $D4$ realize that bound. A nice version would be to ask this for finite loops or quasigroups. Gerhard ""Ask Me About System Design"" Paseman 2012.03.19 Yeah I dug up the article by Gustafson.  This question appears as an exercise.  Both groups you mention have order 8. Any group with center of index 4 realizes this bound. (This is an iff). Robert Guralnick and I have a Journal of Algebra Article called ""On the Commuting Probability in Finite Groups""  (~2006) where we discuss at some length links between the commuting probability and character theory among other things. Much of the paper is reasonably elementary including a proof that that the commuting probabilty tends to $0$ as $[G:F(G) \to \infty$ where $F(G)$ is the largest nilpotent nomal subgroup of the finite group $G.$ I am not sure whether this paper would help for other algebraic systems though."
91686,"Neat!  Small correction: the average dimension-squared is *less than* $8/5$."
91687,"One can do a lot in this area without all the baggage of Banach bundles. The simplest approach is that of the $C_0(X)$-algebra where one simply assumes a continuous map $\phi$ from the primitive ideal space of $A$ to a locally compact Hausdorff space $X$. Then $A$ 'fibres' as an algebra of upper semi-continuous cross-sections over $X$ with the cross-sections taking values in the fibre algebras $A_x$ where $A_x=A/J_x$ (where $J_x$ is the kernel of the primitive ideals of $A$ which $\phi$ maps onto the point $x\in X$). The cross-sections are continuous iff $\phi$ is open. Of course I am speaking about unital algebras (excuse me for not clarifying this from the very beginning). Douglas how is this connected with what M.Dupre and R.Gillette write in ""Banach bundles Banach modules and automorphisms of C*-algebras""?  Douglas I hope it will be proper if I contact you (and Ulrich) by e-mail because the more I read about this the more questions occur to me. :) "
91688,"Kevin: I see that you gave the example of $x^2 - 37y^2 = 3$ in a comment to F.Voloch's gold-star answer to that question.  Most of the answers have a different flavor but Borovoi's example (from his paper with Rudnick) is impressive in that he gives an indefinite *ternary* quadratic form that does not integrally represent $1$ even though there is no local obstruction -- this is presumably the same kind of example as the cubic *surfaces* that have rational points over ever ${\bf Q}_p$ but not over ${\bf Q}$. There was talk of such examples on this site a while ago: http://mathoverflow.net/questions/47442/diophantine-equation-with-no-integer-solutions-but-with-solutions-modulo-every-i"
91691,"You should tell us what your definition of Calabi-Yau manifold is."
91692,"If $a = 1$ this is definitely an open problem. See also the recent question http://mathoverflow.net/questions/91423/gaussian-prime-spirals http://en.wikipedia.org/wiki/Landau's_problems"
91693,"Cross-posted on math.SE: http://math.stackexchange.com/questions/122419/uniqueness-of-super-godel-numbers-of-varphi-and-neg-varphi"
91694,"Whether compact or noncompact a Riemannian manifold with parallel complex structure and parallel holomorphic volume form either (1) has holonomy $SU(n)$ or else (2) has a parallel splitting of the tangent bundle or else (3) has a parallel holomorphic symplectic form. This follows from Berger's classification of holonomy groups. I am not interested in this results. just in the holomony group. How could one calculate it ?  Ben McKay: yes and what when te manifold is calabi-yau??? Henri diverietti and Ben are all trying to explain to you that there are MANY definitions in the literature of the term ""Calabi-Yau"". These definitions are NOT equivalent. There is no standard definition that is universally accepted. In fact there is one definition that says precisely that Calabi-Yau means SU(n) holonomy. So the answer to your question depends on what your definition of the term ""Calabi-Yau"" is. By the way- the holonomy group is in some sense a ""global"" invariant. It is not easy to ""calculate"" it in general. One usuall"
91695,"Great! Thank You. So my result is somehow trivial..."
91696,"Dear Harry I don't mean to be rude but you have really been asking a flurry of questions these last few days! I would suggest both that you mull questions over in your mind and search the literature a bit more before asking here (it builds character) and that you make sure to take the time to digest the answers you have received.  Alright. I will. Over nonperfect fields there are nontrivial torsors for unipotent groups e.g. Exercise (3) top of p. 130 Serre's ""Galois Cohomology"" Just adding to Jason's comment that over perfect fields the torsors are indeed trivial. Also an expert reminded me that if one allows non-smooth ""unipotent"" groups and torsors in the fppf topology rather than the etale topology then there are many other examples. Ok. That's helpful. Thanks."
91699,"Ulrich the Yemon Choi reference led me to a book by M.Dupre and R.Gillette ""Banach bundles Banach modules and automorphisms of C*-algebras"". As far as I understand from their Theorem 2.4 (at p.40 see also the discussion at pp.38-39) it follows that 

if C is a closed subalgebra in the center of a (unital) C*-algebra A then A is isomorphic to the algebra of sections of a C*-algebra bundle over the spectrum T of C.

I didn't understand whether your words contradict to what they write... Just in case: everywhere I speak about unital algebras of course.  I think there is no contradiction. It is just that the term ""bundle"" for me always implies some sort of local triviality whereas the term ""bundle"" used by Dupre does not! In fact Banach bundles as defined by Fell and others avoid local triviality. I would call this a field of C*-algebras instead of a bundle. btw. for the definition of a Banach bundle see `http://books.google.de/books?id=nCCNodGa6UkC&lpg=PR6&dq=C*%20algebra%20bundle%20Fell&hl=de&pg=PA1#v=onepage&q"
91700,"Of course thanks. This doesn't qualify as a direct proof but (i) can be deduced as a special case of a different general result for Banach algebras and the hypothesis of complete positivity can be dropped. See the abstract of *Maps preserving zero products* J. Alaminos M. Brešar J. Extremera A. R. Villena. Studia Math. 193 (2009) 131-159. http://dx.doi.org/10.4064/sm193-2-3 (To apply the result mentioned there note that any unital C*algebra is linearly spanned by the unitaries). IIRC their proof rests on the fact that the diagonal subgroup of ${\mathbb T}\times{\mathbb T}$ is a set of synthesis Yemon: That's interesting since in particular positivity comes for free from orthogonality-preserving + self-adjoint (at least if we assume that $A$ is unital).  I'm not sure though if these are enough to give complete positivity. Don't you mean $\phi(a)\phi(b)=0$ in the first paragraph? Also note that the definition of ""orthogonal"" in the cited paper is more complicated: $a \perp b$ iff $ab=ba=a^* b = a b^* = 0$. I s"
91702,"What if you take the $q$-coordinate on the complex upper half plane? Its differential gives a differential form which is defined on the modular curve $X(1)$. I don't think this is algebraic but I might be wrong. More generally if you uniformize your Riemann surface $X=E-0$ you can construct coordinates $z$ around the cusps by using exponential maps. These aren't algebraic but they give differential forms $dz$."
91704,"Thanks to Donu! I also have generalized my question in the spirit of his answer. Donu: what is the precise definition of $F(\sum n_ip_i)$? I added a definition."
91707,"After all your great MO answers I'd been hoping to hear you were writing a book covering forcing.  What level is it aimed at?  When might those of us who aren't your students be able to get a copy? Noah thanks for the vote of confidence! See http://mathoverflow.net/questions/54232/a-book-you-would-like-to-write/83986#83986 for a bit of explanation of my book project. I second Noah's question about getting a beta version of the book! Thanks; that looks interesting.  Will one need to be well-versed in forcing in advance to read this book or could [part of] it be used as an introduction to the topic? Noah although the book will include an introduction to forcing the project is really meant for people who already know some forcing and some large cardinals---it is focused on the interaction of these two methods. So I am sorry that it may not be the book you seek. No problem.  I'll still check it out when it's available.  Thanks for writing. Joel thank you for the nice detailed answer giving many examples of extend"
91709,"OK thank you (Now that you gave the counterexample it seems so obvious that I'm a bit embarrassed having asked the question in the first place) I was trying to think of some extra condition which would save the result; but I don't see one..."
91710,"I added the obvious tag ""quadratic-forms"". What have you done so far? Typing the title into google gives a lot of results. So what? Indeed. For instance you could look at this: http://www.jstor.org/stable/2372942 While indeed you could have put more work into this question I feel obligated to mention that maybe the biggest tool in the study of quadratic forms over a field of char $\ne 2$ is the bijection with certain bilinear forms. Over a field of char $=2$ there can be many quadratic forms to a single bilinear form. Therefore one surprising place to start if you know some alg. geom is the theory of theta characteristics where you fix the Weil pairing on an abelian variety as your bilinear form."
91711,"JoelDavidHamkins: My question IS this simple thank you for the response. I was attempting to give a fitch-style proof that a certain class of theories prove their own consistency and I was just not sure what rule I would use at the obvious point you pointed out!"
91712,"Yes true. Thanks for pointing this out. You can generalize ""shellable"" to spherical i.e. all homology groups are trivial except the one in the top dimension. The dimension of $k$'th homology group is bounded by the dimension of $k$'th chain group which is equal to number of $k$-simplices. So the Euler characteristic being an alternating sum of these dimensions is bounded by $N$. Boris A facet is a maximal face. The number of faces can be exponential in the number of facets. For example the boundary of the $n$-dimensional simplex has $n+1$ facets but about $2^n$ faces. Oops I misread the question. $N$ is the number of facets not the number of faces."
91713,"Related: http://mathoverflow.net/questions/6019/calculating-the-most-helpful-review"
