PostId,"GROUP_CONCAT(Text SEPARATOR ' ')"
89646,"$\varinjlim$ means direct limit and $\varprojlim$ means inverse limit. I think the following short exact sequence can be helpful.

$0\rightarrow a^n/b^n\rightarrow R/b^n\rightarrow R/b^n\rightarrow  0$ anna does this answers your problem? Anna what if you replace $R$ by an injective resolution take the exact sequence of complexes corresponding to the short exact sequence you mentioned and apply my comment above to the limit? are there any general theorems on what the limit $a^n/b^n$ should look like in a local ring? (I mean if you take an injective resolution for R then that thing becomes the dth cohomology of some complex. lim is exact (right?) so you might as well take the limit before computing cohomology. (just a shot in the dark) 0→an/bn→R/bn→R/an→0 I don't know if this is helpful but if you had $\mathfrak{a}=R$ then you are simply computing here (the cohomology of) $R\Gamma_{\mathfrak{b}} R$ which is just the infinite Koszul complex of $\mathfrak{b}$. It isn't helpful. Just so I understand when "
89650,"I think you meant to say ""*compact* absolutely convex sets"" above otherwise finding a counterexample is rather easy. Of course. I have corrected the question."
89651,"Take a look at Lefschetz' book ""Algebraic topology"" the beginning has a lot of detailed background on topological groups and Pontryagin duality. It's a little old fashioned but I found it very useful.

"
89658,"What you have called the incidence matrix is actually the adjacency matrix (as will be clear if you read the article you've linked to).

Your approach translates all coding theory questions into graph theory questions. It seems unlikely that much will be gained by the translation. Of course there are many papers studying the case when $A$ is sparse (LDPC codes). Chris Thank You I corrected ! Shame on me I am always mixing these matrices. Fields medalist G. Margulis constructed some ""good"" LDPC codes by Cayley graphs (???) of some groups GL(Fp) - as I heard but not really understand. There are lots of papers about ""expanders"" graphs which is probably related to this question... I just start learning these things so may be question is not really good..."
89659,"Ofcourse. I'm looking for the minimum cover. Although any other result could be useful as well. Do you have any restrictions on the kind of covering you want (minimum number of spaces say?) After all every single point of $F_q^n$ is an affine subspace."
89664,"Geoff. I agree that's part of what I tried to say. The issues are in quantum physicis (my field) most readers would not be familiar with character theory. Thus in a paper I prefer to work out these properties or to cite a clear reference. In this case this concept of ""orhogonal groups"" is very popular in Quantum Computation and has been used quite extensively in algorithm design for more than a decade. Therefore I am still interested on knowing what is the most common name for it in Math and on finding it somewhere on the standard literature. http://en.wikipedia.org/wiki/Character_theory#Orthogonality_relations What is $\chi_g$? Also you can write $+$ for the join since the groups are abelian and thus the join is just the sum of $\mathbb Z$-submodules. I clarified the notation for $\chi_g$ typically in our field one starts with a cyclic decomposition of $G$ and then the notation makes more sense. Is it clear now? Also I removed the join entirely since one can say the same thing using generating brackets which"
89668,"Linearization (“topological sort”) of a finite partial order given by a table can be computed in parallel in fact in uniform $TC^0$ by the following trivial procedure: put $x\prec y$ iff $|x\down|< |y\down|\lor(|x\down|=|y\down|\land x< y)$ where $x\down=\{z:z\unlhd x\}$ and $< $ is any fixed linear order. It follows that if $x\lhd_ay$ is a parametrized family of partial orders on $\{0\dotsa\}$ computable in polynomial-time (when given $xya$ in binary) then one can compute a uniform linearization $x\prec_ay$ in PP. However I don’t know how to make this work for infinite orders. Hmm read $\downarrow$ for $\down$. I have an answer only for some of the higher ""analogues"" at the moment.  Every PSPACE (or EXP) decidable partial order extends into a PSPACE (or EXP) decidable total order.  Reason: to decide whether $x\prec y$ one can safely ignore all $z\triangleleft w$ facts where $max(zw)>max(xy)$ (by transitivity of $\triangleleft$).  It is thus enough to construct partial linearizations starting with $0$ $"
89669,"Clarification :
My definition of the relation $\leq$ is as follows : let $\sigma\pi\in \mathcal{E}$ we pute $\sigma\leq\pi$ if $\sigma$ embeds in $\pi$.

 The article of Jaquet & Piateski-Chapiro & Shalika :

http://www.math.columbia.edu/~hj/conducteur.pdf I defined the set $L_{k}$ as follows : If $\pi$ is a generic irreducible representation of $GL(nF)$ the theorem of Jaquet & Piateski-Chapiro & Shalika says : there is a positive integer $k$ such that the representation $\pi$ admits a non zero vector fixed by the compact open subgroup $\Gamma_{k}$ defined by : $$\Gamma_{k}=\left(\begin{array}{cccc|c}
\mathcal{O}_{F}^{\times}&\mathcal{O}_{F}&\cdots&\mathcal{O}_{F}&\mathcal{O}_{F}{}\\
\mathcal{O}_{F}&\ddots&\ddots&\vdots&\vdots\\
\vdots&{}&\ddots&\mathcal{O}_{F}&\vdots{}\\
\mathcal{O}_{F}&\cdots&\mathcal{O}_{F}&\mathcal{O}_{F}^{\times}&\mathcal{O}_{F}{}\\
\hline
\mathcal{P}_{F}^{k}& \cdots & \cdots &\mathcal{P}_{F}^{k}&\mathcal{O}_{F}^{\times}\\
\end{array}\right)$$ I am not sure what $L_k$ is. So can you plea"
89670,"The Banach contraction mapping theorem only requires the space to be complete not compact. http://en.wikipedia.org/wiki/Banach_fixed-point_theorem. Clearly this set $K$ is not closed either. Consider g_n(t)=1/n I(0<t<n) then L_1 norm of g_n is 1 however this sequence does not converge to an element of $K$. Oleg: that $g_n$ is not Cauchy so it does not disprove $K$ closed.  In fact $K$ is closed (in the $L_1$ metric). So what? The sequence does not converge at all. Interpreting $g\ge 0$
as almost sure positivity the set $K$ is indeed closed and hence complete so that the fixed point theorem applies. I've voted to close as ""no longer relevant""-- it seems that Pablo already answered the question in his comment. To save the question the OP could ask for a ""weak contraction"" mapping with no fixed points $f:K\to K$ on the same set $K$ defined above but now only satisfying $\|f(x)-f(y)\| < \|x -y\|$ for all $x\neq y$ in $K$. (On a compact metric space $K$ such maps do have fixed points).  I took the liberty to edit "
89683,"See Hartshorne proof of Theorem III 7.11 - there he computes ${\scr E}xt^r(\mathcal{O}_{Y_1} \omega_X)$ by applying $Hom(- \Omega_X)$ to the Koszul complex of $\mathcal{O}_{Y_1}$. The Koszul complex exists only locally but then he shows that these local calculations glue together. I think you can apply the same argument to $\mathcal{O}_{Y_2}$ in place of $\omega_X$."
89684," Stéphane Laurent Could recommend some literature (papers) on this the conditional stochastic processes topic. Because all I can find is just short notes in textbooks and no deeper analysis. I would be greatfull for it.
 It is easy to extend: for each $t$ there is a conditional law of $X_t$ given $Y_t$. The formula $P(X_t=k\mid Y_t=i)=\pi_k(i)$ can be reformulated as $P(X_t=k\mid Y_t)=\pi_k(Y_t)$ and this formula makes perfectly good sense no matter what the distribution of $Y_t$. See http://en.wikipedia.org/wiki/Conditional_expectation#Formal_definition and http://en.wikipedia.org/wiki/Conditional_expectation#Definition_of_conditional_probability."
89688,"This number bears no significance in group theory.  If I remember correctly the following paper uses the Lefschetz fixed point theorem to decompose the homology representations of groups of finite automorphisms of surface groups into irreducibles: http://arxiv.org/abs/0905.3002 .  The same idea would work for free groups."
89692,"Every tree is a bipartite graph and the adjacency matrix is therefore of this form http://en.wikipedia.org/wiki/Adjacency_matrix#Adjacency_matrix_of_a_bipartite_graph 

 If a graph is a tree then its adjacency matrix can be written in the form $N + N^T$ where $N$ is nilpotent (pick a root and direct all the edges towards it).  The Smith Normal Form of the adjacency matrix must be $(1\dots10)$. All trees are bipartite. As the comments show many strange things can said about their adjacency matrices. Voting to close."
89693,"Are you sure you don't mean to understand the extensions of commutative group schemes *over* $k$ and not the extensions of $W(k)$-modules (after taking $k$-points)?  The former is described in Oort's book ""Commutative Group Schemes"" I think as well as Ch VII of Serre's ""Algebraic Groups and Class Fields.  The latter seems to depend heavily on the choice of field.
 The short exact sequence $0\to W\to W\to W_a\to 0$ where the map $W\to W$ is multiplication by $p^a$ is a projective resolution of $W_a$ over $W$. Applying $\mathrm{Hom}(- W_b)$ to this resolution we get that $\mathrm{Ext}_W(W_a W_b)$ is just $W_b/p^a W_b$. I do mean the extensions of $W(k)$-modules. Piotr Achinger: Thanks! That is the answer I am looking for!"
89695,"How is it measure-preserving for $\mathbb T$?  More generally for any Lie group $T_2$ increases Haar measure on small neighbourhoods of the identity.   Robert: to preserve measure means that $\lambda(T_2^{-1}(A))=\lambda(A)$ for all Borel $A$. This holds in the circle (and thus it's not a local property)."
89707,"It sounds like the examples have to occur for simple-homotopy reasons so my first guess would be 3-dimensional lens spaces would be fertile hunting grounds for examples you are interested in. "
89711,"Because a category is equivalent to the category of models of a coherent theory iff the category is coherent? I might be getting duped by terminology but I don't think I am. Andrej: No that doesn't seem to be the case. The theory of abelian groups is algebraic hence coherent but the category of abelian groups is not coherent (since coherent categories have a strict initial object while $\textbf{Ab}$ has a zero object). Isn't this question equivalent to asking whether the category of local rings and local ring homomorphisms is coherent as in http://ncatlab.org/nlab/show/coherent+category? Is it? I can't say I know enough about categorical algebra to see why this is plausible/implausible."
89720,"Well you're not in the Boston area so this won't be so helpful to you. But for others who find this thread and are near Boston I recommend MIT PRIMES (free year-long after school research mentoring program): http://web.mit.edu/primes/ Maybe this should be an answer but you could also look for non-MOers who have supervised high school students and email them directly; Pavel Etingof and Victor Ostrik come to mind... My thesis advisor Ken Ono has supervised high school students some of whom have done exceedingly well so I definitely intend to ask him personally for advice also."
89724,"I don't have a complete answer but one typically does not have a unique series expression without imposing additional constraints.  For example one may embed $K((XY))$ in either $K((X))((Y))$ or $K((Y))((X))$ by expanding quotients with one term order or another.  This yields different series expressions of $1/(X-Y)$. Yes you can assume an embedding. For every permutation on $m$ symbols you have an ordering of $\mathbb Z^m$ and you may assume that $K((XY))$ is contained in the field of functions from $\mathbb Z^m$ to $K$ with well-ordered support under this ordering. "
89735,"Thanks are to all of you. Intersection theory is really a good way to approach such kind of question. I am pretty sure that $\mathbb{P}^1 \times \mathbb{P}^1$ is the only case unfortunately though I don't have a reference or proof off hand. Note that the other rational ruled surfaces still admit certain ""large"" group actions for example they are all toric.  Surely an automorphism has to preserve the negative section no? So a point on that curve can not be moved away from it. (So yes P1xP1 is the only case)"
89738,"Two thoughts: (1) This isn't really real algebraic geometry; it's all about complex polynomials. Replace ""real part of $s$ less than zero"" by $s=-1$. Now your space is a $d$-fold cyclic cover of the complement of the projective hypersurface. (2) For calculating the dimension on the ""topological side"" can't you reduce to the diagonal case? The space of all nonsingular polynomials $s$ for a given $n$ and $d$ is connected and as $s$ varies this looks like a fiber bundle. "
89744,"Thanks for the tip Pascal! Pascal ^^ (in case the end of the sentence doesn't work) Thanks for the nice reference Pascal. I'm always a fan of Tsirelson's work. So a space of $\sigma$-algebras is fundamentally a distributive lattice but one needs to impose a probabilistic structure on top of that to have a meaningful continuous-type noise. Here's another Tsirelson paper on the topic:
http://projecteuclid.org/DPubS?service=UI&version=1.0&verb=Display&handle=euclid.ps/1104335300 About question 1: What do you mean by ""general structure"" ? As you said it is a filtration what kind of generalization of this do you expect ? Motivated by your question I have finally taken a look into B. Tsirelson Noise as a Boolean algebra of sigma-fields http://arxiv.org/abs/1111.7270  which has been lying on my desk for weeks :) I think that if there was a good answer to your question it would probably appear there. But as far as I understand the only ""general structure"" of $\mathbb F$ (or $\mathbb F_0$) that appears there is that o"
89746,"I don't think this is research level. You should maybe try math.stackexchange instead."
89747,"This is probably not a homework question.
 Actually there's something stronger true than what you say in the last line.  Namely if $R$ is *any* commutative ring $M$ is a finitely *presented* module and $N$ is *any* module then $Ass Hom_R(MN) = Supp M \cap Ass N$.  This is indeed well-known.  For instance it appears as an exercise in the book by Bruns and Herzog. It would be most helpful if you give some motivation and/or background. The way it phrased now makes it look like you want us to do your homework... You would really think about me."
89748,"To Jonny Evans: yes. I really intend to so. But on the other hand I want to learn the related subject systematically. I mean when I run into for example '3-manifold' I google it and know it is a topological concept. Although I can understand this concept quickly by google or wiki I still don't know the background of the concept and the idea behind it. So I think it is necessary to learn the related subject first... To Ryan Budney: yeah.. the book I got is written by Morgan-Tan..But I'm only new to Topology so cannot understand the proof now because I'm not familiar to some of the basic stuff...So I wonder with subject do I need to learn first? ToYemon Choi : I know something about topology... I think there's 7 or more books on the topic now.  There's Morgan-Tian.  There's Topping. There's Chow (2 different books). There's Cao-XiPing. And there's Kleiner.  Simon Brendle. Zhang.  On and on.  I've got a vague memory of a few others.  I think different approaches demand different backgrounds.  Some are more tradi"
89749,"I am certain that blow-up does occur (since we know there is no positive solution to the limit problem).  I tried rescaling and then using the fact that one knows the explicit solution of $ -\Delta v(x)= v(x)^p$ in $ R^N$ but the result this is giving me seems a bit weird... thanks.  Do you want some a priori estimate and then pass to the limit to prove the existence for the weak solution for the critical power $p=\frac{N+2}{N-2}$? For the variational approach of Yamabe problem or prescribing scalar curvature problem the strategy is to pass from the subcritical case to the critical case and to claim that blowing up can not happen in some sense."
89753,"I thought it was a cyclic thing not a simplicial one. Maybe I am mistaken though. A cyclic is simplicial by forgetful. what happens if you take the geometric realization of the simplicial set underlying $C_\bullet(AA)$?"
89756,"Bo: I added some backticks around some formulas; this is sometimes necessary since two programs try to process the sourcecode and the backticks prevent the first one (markdown) to do 'its job' where it should not (ie in ceratain formulas). In particular lessthan-signs and double backslashes tend to cause problems. Hope I did not mess up anything in the process.
Geoff Robinson: it was not diplayed due to a formatting problem.  Bo: sorry for the confusion due to some parallel edits. In case you reedit please check my version. I added only six backticks three pairs: around the big formula and the two formulas containing less than signs.  quid: Great thanks for your help! Geoff Robinson: now it works and thank you ! "
89759,"I don't quite see how your ""commutative square"" is a square. Could you explain your notation please? I am sorry; I would like to write $$S= \begin{CD} 
A>{}>> B \\
VV{}V
VV{}V \\
C>{}>>D
\end{CD}$$ but this doesn' seem to work. You need to include an image --- I am afraid that the TeX interpreter on the forum cannot parse commutative diagrams.  I can't read your comment. Some hints on how to include diagrams can be found here: http://meta.mathoverflow.net/discussion/871/introducing-diagrams-in-my-question/#Item_0 (I should say I haven't tried this yet myself). This seems to be too complicated. Actually I just mean a very basic commutative square with arrows from $A$ to $B and $C$ and from $B$ and $C$ to $D$. Fixed diagram using array (pro-tip: you have to use \newline instead of \\ to move to the next row). It's hard to say whether it addresses your question but you may try to take a look at Mather *Hurewicz Theorems for Pairs and Squares*. In K(Z-mod) (so not directly related to your question) Alberto Canona"
89761,"What does that mean ""isomorphic up to a finite dimensional representation"". Does it mean that there is a morphism from one 
representation to the other with finite dimensional kernel and cockerel? That can't be right because that there would be many trivial answers to your question like $\pi$ any infinite dimensional
representation (irreducible admissible) and $\pi'$ the trivial representation.   pm Joël perhaps ""up to a finite dimensional representation"" means the multiplicities of the $K$-types are different for only finitely many $K$-types. Of course there are going to be trivial counter-examples when the representations are not infinite-dimensional. Yes I am interested in infinite dimensional representations only."
89762,"For random gaussian matrices some experimental figures: $C_2 = 2.8409$ $C_3=2.4264$ $C_4=2.3061$ etc. that conjecture of mine is probably wrong because of numerical issues. For uniformly random matrices it seems $C_2 = 1.367$ $C_3=0.8188$ etc.; but since I cannot trust these results this brings up the question of how to reliably compute / estimate the numerical radius? One has ${\rm Tr}[AB]=0$. If $n=2$ we may apply to $[AB]$ the following formula valid whenever ${\rm Tr}M=0$ :
$$4r(M)^2=\|M\|_F^2+2|\det M|.$$"
89763,"Dinesh: I was referring to my own suggested approach not the whole plan. Why don't you take a sub-module $E^\prime$ of $E$ generated by a nonzero element of $E$? Since $E$ is torsion-free such an $E^\prime$ is isomorphic to $R$ so that $S^{-1}E^\prime\cong K$ and you can use induction using $E^\prime$ and $E/E^\prime$. Mahdi Majidi-Zolbanin So if we can prove $E/E'$ is torsion free with lesser generators than the minimal no.of generators of $E$ then we are done. Right? Dinesh: I think it suffices to show $E/E^\prime$ is torsion-free. You can choose the generator of $E^\prime$ to be one of the elements of a *minimal* set of generators of $E$. That way $E/E^\prime$ can be generated with one less than number of generators of $E$.  I think this approach is too naive and you don't get some torsion-free quotient for free ... I agree with Martin it wont work like this. Martin Brandenburg Can you please elaborate your comments? Is the whole plan naive? "
89771,"In principle I don't see a problem for Q1 although I can't really check what they do since my copy is not with me at the moment.
The answer to  Q2 is probably no. 
Although the Kummer sequence in the etale
topology is a sort of consolation prize."
89777,"Those unitary groups aren't they groups over $k$ itself? It seems to me that if $G$ is a unitary group for some hermitian form over some real quadratic extension of $\mathbb{Q}$ then it's a group over $\mathbb{Q}$ which is isomorphic to $\text{SL}_n$ over $\mathbb{R}$. Yves--You are correct. These would also be $\mathbb{Q}$-forms of $SL_{n\mathbb{R}}$. The only such forms are $SL_{m+1}(D)$ where $D$ is an indefinite division algebra over $\mathbb{Q}$ of degree $n/(m+1)$. So the question becomes: are there finitely many isomorphism classes of indefinite division algebras of fixed degree $d$? This is far from being true. Translating into Brauer groups you're essentially looking for elements of `\bigoplus_{p}\mathbb{Z}/d\mathbb{Z})` whose co-ordinates add up to $0$ and which have order exactly $d$.  Also if $\mathbb Q$ is replaced by a field $K$ with underfield $k$ with $[K:k]=2$ there are rational forms that are ""unitary groups"". And more complicated versions made from algebras with involutions of second kind. "
89779,"From context it seems you want `$D = sum X_i^2$` not just the sum as written; the latter would follow a normal distribution. Could you clarify? Yes I made a mistake originally but Douglas Zare fixed it. Thanks Douglas! This is something that I don't remember well from several courses in which it was touched on.  I'd start by googling ""Satterthwaite""."
89782,"I bet the answer is ""no"".  If I needed that notion I might say ""finite-groupoid cocomplete"" which is a bit clunky but transparent enough. I do recall however that Joyal considered somewhat similar cocompleteness conditions for analytic functors in the theory of species; see the appendix of his article in Springer LNM 1234.  This is a condition that pops up in the definition of Galois categories (at least with the additional assumption of an initial object). See Dubuc and de la Vega's paper ""On the Galois theory of Grothendieck"" http://arxiv.org/abs/math/0009145 - axiom G2 in section 4.1"
89784,"http://en.wikipedia.org/wiki/FKT_algorithm is polynomial time for *counting* perfect matchings in a planar graph.  Is this enough? I had found that article as well but I'm afraid I really need to have the different matchings. How big are the problems you care about?  Small cases can presumably be solved by brute force and large cases may have impossibly large numbers of matchings so the real question is whether you are somewhere in between. The goal is an exhaustive generation for small cases. I will need to go as far as possible so maybe a bit smarter than brute-force. Basically I'm just trying to explore whether something better than bruteforce is possible."
89785,"thank you very much for the AMS graduate text and the analytic approach. I have not noticed it before!I will check it
 This question largely duplicates the earlier one on MO 13657. (Also note the analytic approach in the 2002 AMS graduate text by J.L. Taylor on several complex variables etc.) "
89787,"Are there any finite galoisian extensions $K|\mathbf{Q}$ which are ramified only at $2$ (resp. $3$) and such that the group $\mathrm{Gal}(K|\mathbf{Q})$ is not solvable ?  The answer to this concrete elementary question requires some deep results in the Langlands programme; see
$$ $$
http://mathoverflow.net/questions/78422/insolvable-number-fields-ramified-only-at-one-small-prime/78429#78429 all: thank you for the references! This all looks good. Interesting choice of title!  Those who begin explanations to a *general mathematical audience* with ""for a global field K the Artin map defines an isomorphism from the group of connected components of the idele class group to the Galois group Gal(K^ab|K)"" should probably not be invited to speak to a general mathematical audience again... Tom: this is quite true and of course that sentence is usually expanded over fifteen minutes or so. But really I have never heard nor read an expository talk or article about something Langlands-related that would not very soon delv"
89792,"No it's wrong. If that were so then we would expect to be able to write the indecomposable projectiles as a direct sum of the projective resolutions of the simple modules so that taking 0th homology we'd get that they were decomposable."
89798,"I thought this question was resolved for $S^6$ a while ago (after the question you link to was posed and answered)? Am I wrong? I believe the question for $S^6$ is still open. There are old published papers that claimed to prove that it is not complex (and the general consensus is that these are wrong) and there is a preprint by Etesi on the arXiv that claims that it is complex (and I don't know anybody who has read it carefully). "
89799,"the first three case the corresponding varieties are all maximal curves and to compute genus of them the equations are helpful. Sorry the equation mean here is in the function field of deligne -lusztig curve X(w) where w is an element of order 2
 I disagree with Jim's comments on the usefulness of having explicit polynomials. Nowadays you can feed these to software systems and get cohomologies local cohomologies associated to stratifications and such all directly applicable to representation theory.  The clarification helps but a reference to the known results would also be helpful. It would help to include a reference for the special cases you quote.   Aside from that is it clear that explicit descriptions of these varieties by polynomials will make it easier to apply them to character theory or such?   For instance describing symplectic or othogonal groups as zero sets of polynomials reveals very little about their structure or representations.   Polynomials defining an affine variety are far from unique in"
89800,"My vague impression is that there are papers on permutation statistics for pattern avoidance classes but I don't know specific references.  Sadly your best bet may be to show up at Permutation Patterns 2012 (in Glasgow in June) and ask around."
89801,"(a) I think if the equality were to hold it will hold regardless of the equation. For continuous functions it is easy to check that the limit holds even pointwise since $|u| = \int_{\mathbb{R}} \chi(\xiu)^2 d\xi$ and it is just pushing integrals around and justifying a few Fubini's. (b) If $u\in D'$ you don't necessarily have that $|u|$ is some well-defined object in $L^1_{loc}$. For example what is $|\delta'|$? So perhaps what the equation is doing is giving $u$ a priori some regularity so that the absolute value of $u$ is well-defined.  Ah your desired expression appear in the ""Proof for (2.2)"" step. In (2.2) which is part of the statement of Theorem 2.1. So by hypothesis $u$ is $L^1_{loc}$. So you can probably use the result for continuous functions and Luzin's theorem to get convergence.  Willie Wong: Thank you for your comment. I'm starting to understand now."
89802,"Your question is unclear to me.  In spite of that my suggestion is to unfold every tetrahedron to see which 4-tuples of triangles are allowed and then avoid picking from that set.  Gerhard ""Ask Me About System Design"" Paseman 2012.02.28 I am going to guess that an example of what you want is an equilateral triangle of side sqrt(3) with 3 isosceles triangle each having a base of sqrt(3) and the other sides of length 0.99.  However this example is so apparent that I hope you mean something else.  Gerhard ""Ask Me About System Design"" Paseman 2012.02.28  Gerhard Paseman would you explain to me why does your solution work? I can't understand why wouldn't these triangles fold into a tetrahedron. If the 6 sides were lengthened to 1 from 0.99 you could tile the equilateral triangle with the three isosceles triangles and still not get a tetrahedron. If I did not mess up the areas of the three isosceles triangles do not add up to the area of the equilateral triangle which they must exceed if the four triangles are to f"
89805,"When you contract curves the resulting morphism is not finite. No. One classic example of a non-projective 3-fold involves contracting a bunch of rational curves in a projective 3-fold. This gives a finite morphism $X\to Y$ with $X$ projective. Since $Y$ is complete but not projective it is not quasi-projective. I'll see if I can dig it up."
89807,"I conjecture he is asking for this in arbitrary dimension... Well I have corrected an error. Of course the quotient is insphere to circumsphere not the other way around. - Any falsification of this which I don't believe to be true would pose some conceptual problems in computational geometry for higher dimensions so this question is indeed motivated. And yes I am asking for this in arbitrary dimension. I made it explicit in the text body.
 Martin & Igor: OK I see the question now.  Thanks. Of course you cannot have an equality relating $\sigma_{\min}$ to $\rho$ because you could fix $\sigma_{\min}$ (say in a ""needle"" tetrahedron) while varying $\rho$.  So are you asking for tighter
bounds than provided by Liu-Joe?  Do they say the bounds are not tight? "
89815,"Yes I think so. Don't you also need to add $n\geq 3$?"
89822,"MathOverflow does not work with XyMatrix.  If you want commutative diagrams try using arrays. Somewhy all arrays become written in a line instead of a table. \begin{array} dummy & dummy \\ also & dummy \end{array} right? MO's TeX is weird."
89824,"Perhaps one could start with a single free subgroup of SU(2) with algebraic coefficients (which can be constructed by a ping-pong argument in some p-adic topology as in the standard demonstration of the Banach-Tarski paradox) and work with subgroups of that free subgroup (which are automatically themselves free by the Nelson-Schrier theorem).  As the free subgroup is dense in the Archimedean topology I would imagine that the set of independent generators g_1...g_k in it would also be dense."
89828,"	I find it strange to believe this when $k/F$ is purely transcendental..."
89834,"Thanks Mark!!!! In your target homology group I think $\mathbb{Z}^k$ should be $\mathbb{Z}^n$."
89835,"Are your surfaces topological or smooth ?"
89839,"I must be missing a subtlety here. The standard argument works on $\sigma$-rings. This is done e.g. in Halmos's measure theory Section 29. It seems to me that the definition here of $\sigma$-ring is not that given by Wikipedia: http://en.wikipedia.org/wiki/Sigma-ring (which agrees with that given by Halmos).  For example if $\mathcal R$ is the collection of all finite subsets of $X$ then that's allowed for definition in the OP but not for Halmos...  Indeed you seem to have defined a Delta Ring: http://en.wikipedia.org/wiki/Delta_ring  Wikipedia claims that these are enough for measure theory.  But it does seem to me that Halmos's proof of the Hahn-Decomposition doesn't work (I could well be wrong...)"
89842,"If $B$ is open then $B$ has no extremal points and so is not the convex hull of the set of its extremal points. $\hspace{.2 in}$ If $B$ is closed then $B$ has members that are not contractions. $\;\;$ Ricky it is customary in many places/books/texts/whatever in analysis to use the word ""contraction"" to mean ""distance non-increasing"". This is how almost all practising operator theorists and most functional analysts I've met use the word for instance The answer for $n=3$ is given in $\S 4.1$ of http://arxiv.org/abs/0911.5436. In $\S 4.4$ of ibid there's a discussion of some properties of the convex hull of $SO(n)$ for larger $n$. Merci Laurent !"
89844,"I ventured to change $11x$ to $11x^5$ since that's what's needed to get the icosahedral polynomial. Oh goodness how could I have made that typo?  Yes $x^{10}+11x^5-1$ was what I had in mind. Thanks Prof. Elkies!  It seems more likely to me that the Jacobian of this curve has extra endomorphisms than that the curve itself has a lot of extra automorphisms. The maximum number of automorphisms for a curve of genus 5 is 192.  It is easy to show there is no automorphism of order 7 by looking at the map onto the putative quotient by such an automorphism."
89845,"Semantics on the other hand can be problematic because there you use concepts that are not absolutely defined (e.g. models). You can formalize all those results within ZFC if you like. Then it will be true that these formalized results (formulas of ZFC) are theorems of ZFC (although probably no one has checked any of them thoroughly).
Still the reasonings in the proofs are not useless. For example if I find an explicit model of a 1st order theory with 23 elements and I write down all the relations/functions in tables and check the axioms then the proof of the completeness theorem will tell me why the theory is consistent without question. If someone believes that the natural numbers form a model of Peano arithmetic (whatever that means) then they will also be entitled to believe that PA is consistent. Thank you very much!I admit that my argument is wrong on the Deduction Theorem，If in accordance with what you said， metalanguage is the same throughout.semantics is based on zfcthenthe first order logic will"
89846,"I am confused: any module is a submodule of an injective module (its injective hull). So you are basically asking for rings on which every module is flat? Based on Liran's observation: Since projective modules are flat (if the ring has a unit) the semisimple Artinian rings satisfy your requirement. Compare http://mathoverflow.net/questions/62464/rings-with-all-modules-projective.  A ring over which every module is flat is called *absolutely flat*. For some infos see http://www.mathreference.com/mod-hom-teabsflat.html You're right that von Neumann regular rings satisfy this condition: these are precisely the rings over which every right (or equivalently left) module is flat.  (For instance see Lam's textbook Lectures on Modules and Rings section 4B.)  Thanks to Liran Shaul's comment we see that these are the only examples of rings satisfying the condition that you want. Thanks for your answers. As Liran Shaul noticed I was actually asking for   rings on which every module is flat:) thus only the Von Neumann re"
89852,"Cite the published version and the fact that you were guided by the proof given in it. Mention briefly that the stated theorem is not correct (and if it's easy to do explain why or give a reference where the explanation is given). This is similar to the situation in the MathOverflow question ""How Do I Fix Somone's Published Error?"".  A key piece of advice given there was to consult mentors or specialists familiar enough with the authors so that there was a chance for a smooth resolution.  You may find other advice there useful.  Gerhard ""Ask Me About System Design"" Paseman 2012.02.29 Deane's suggestion is right. But you should cite both the print and the arxiv version then the read has all the info. One general principle here is that you have an obligation to cite any source that gave you assistance even if you are confident you could have done it without the assistance and you should cite any source that may interest readers.  (For example it's valuable to know that the original authors acknowledged the prob"
89855,"Integrate ""what"" by parts? Stokes theorem will hold provided whatever you are integrating converges ""at infinity"" in a suitable sense (see Deane's answer below) and does not require a Riemannian structure. So you can have a suitable equality of the form $\int \alpha \wedge \mathrm{d}\beta = \epsilon \int \mathrm{d}\alpha\wedge\beta$. For functions on a manifold you don't necessarily have natural partial derivatives. If you are thinking about directional derivatives relative to a vector field then you need the vector field to be parallel other wise you get an error term.  The question could be rephrased ""under what curcumstances do we have the formula \[ \int_{\mathcal{M}} f \Delta g \ dV = \int_{\mathcal{M}} g \Delta f \ dV \]"""
89858,"Dror: I am a bit confused when you say ""irreducible Galois representation of infinite image"". Usually one assumes that a Galois representation is continuous hence it factors through a finite extension of the base field hence it has finite image. GH: I didn't know that it is expected that Maass forms are attached to galois representations over $\mathbb{C}$. Over $\mathbb{Q}_\ell$ you can have infinite image. Kevin's answer to this MO question:  might be of some interest. The Maass forms associated to Hecke characters of real quadratic fields have weight zero (not one).  Henniart (Guy)
*Formes de Maass et représentations galoisiennes*. Séminaire Bourbaki 31 (1988-1989) Exposé No. 711 26 p. (http://www.numdam.org/numdam-bin/fitem?id=SB_1988-1989__31__277_0).
$$ $$
Henniart (Guy) 
*Erratum à l'exposé n°711 : «Formes de Maass et représentations galoisiennes».* Séminaire Bourbaki 33 (1990-1991) Art. No. 16 2 p. (http://www.numdam.org/numdam-bin/fitem?id=SB_1990-1991__33__485_0).  Dror: OK I see now. At an"
